vehicle_type,type_code,distance_km,weight_kg,load_ratio,mileage_kmpl,fuel_l
delivery-van,3,685.1,324.0,0.41,12.82,62.96
delivery-van,3,425.4,286.0,0.36,13.82,32.79
mini-truck,1,723.6,2270.0,0.45,6.73,117.17
delivery-van,3,616.5,401.0,0.5,12.75,57.74
tempo,2,466.4,1016.0,0.85,14.82,37.81
heavy-truck,0,246.2,9353.0,0.94,4.57,63.68
heavy-truck,0,122.2,2227.0,0.22,5.2,25.91
tempo,2,386.2,668.0,0.56,13.45,32.06
mini-truck,1,459.4,4657.0,0.93,7.84,68.95
delivery-van,3,106.9,325.0,0.41,10.25,11.38
mini-truck,1,729.4,4090.0,0.82,7.93,116.19
mini-truck,1,162.0,2686.0,0.54,7.53,23.23
delivery-van,3,500.6,416.0,0.52,11.64,46.08
delivery-van,3,194.8,599.0,0.75,13.98,16.25
tempo,2,673.0,828.0,0.69,13.03,68.29
mini-truck,1,549.2,4555.0,0.91,6.88,97.28
delivery-van,3,739.6,590.0,0.74,11.29,75.1
tempo,2,570.2,665.0,0.55,16.37,44.01
mini-truck,1,276.2,1020.0,0.2,6.8,44.52
mini-truck,1,303.6,2895.0,0.58,7.22,46.95
tempo,2,607.4,794.0,0.66,14.2,48.78
heavy-truck,0,403.4,5413.0,0.54,5.37,85.09
delivery-van,3,90.1,327.0,0.41,11.02,9.21
delivery-van,3,501.9,223.0,0.28,14.06,37.67
heavy-truck,0,412.7,6163.0,0.62,5.61,86.29
mini-truck,1,370.9,2403.0,0.48,6.57,65.03
heavy-truck,0,484.3,8791.0,0.88,5.1,126.71
delivery-van,3,464.2,772.0,0.96,13.48,43.07
mini-truck,1,103.1,2998.0,0.6,8.48,15.81
heavy-truck,0,63.6,9910.0,0.99,4.46,17.51
mini-truck,1,99.9,1860.0,0.37,6.66,16.21
delivery-van,3,687.9,799.0,1.0,13.19,69.13
heavy-truck,0,532.8,9489.0,0.95,5.55,113.12
delivery-van,3,233.6,307.0,0.38,14.04,17.71
tempo,2,190.9,808.0,0.67,16.17,12.8
tempo,2,151.5,1163.0,0.97,14.21,13.58
delivery-van,3,555.9,642.0,0.8,11.95,53.4
heavy-truck,0,305.5,5291.0,0.53,4.93,73.64
mini-truck,1,452.1,4411.0,0.88,6.82,81.52
mini-truck,1,150.0,3680.0,0.74,6.53,27.91
heavy-truck,0,285.7,8566.0,0.86,5.05,71.43
mini-truck,1,96.8,4256.0,0.85,7.04,16.4
heavy-truck,0,426.3,7514.0,0.75,4.48,109.49
heavy-truck,0,539.0,7003.0,0.7,5.49,113.46
mini-truck,1,522.5,3289.0,0.66,8.25,68.23
delivery-van,3,519.2,707.0,0.88,11.23,55.48
mini-truck,1,703.3,2844.0,0.57,8.23,107.59
mini-truck,1,383.3,3021.0,0.6,7.03,69.33
heavy-truck,0,226.7,7966.0,0.8,5.26,53.1
