vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
mini-truck,1,5000.0,5200.405405295059,541.8636619950325,8.05,14.72,82.2,1.0,0.6205269772784316
delivery-van,3,800.0,466.7333178447794,578.3663130646481,11.15,1.68,53.3,1.0,0.8979512198463351
delivery-van,3,800.0,396.65325723875185,235.53290642292197,11.23,1.3,94.7,1.0,0.879638811511681
mini-truck,1,5000.0,5033.077363709936,687.4390873893785,7.15,12.67,50.4,0.0,0.43841932758090396
tempo,2,1200.0,683.2982284579757,151.5713444475668,13.61,2.6,90.4,1.0,0.929232524652396
tempo,2,1200.0,1201.7276155588218,389.42284093475024,14.84,3.33,64.5,1.0,0.8426020232208902
mini-truck,1,5000.0,1339.4876263413094,69.27250348514157,8.47,12.18,94.5,0.0,0.6491054706313292
heavy-truck,0,10000.0,2000.6466724008224,555.7339703440773,4.94,20.38,98.6,0.0,0.5419410810899337
tempo,2,1200.0,498.0246207530658,114.26639658754873,15.48,4.76,91.0,1.0,0.8726039093592445
mini-truck,1,5000.0,2274.9032733357326,560.944042951398,7.16,18.21,77.6,1.0,0.6789526859710376
delivery-van,3,800.0,494.84089549178304,115.14212681797574,10.75,1.35,48.8,1.0,0.8887790751505774
tempo,2,1200.0,190.8686727490241,558.8671812913449,12.03,4.98,81.8,1.0,0.8599419106393491
tempo,2,1200.0,474.3381164585547,307.02703778714795,13.25,5.04,69.0,0.0,0.7492979780738107
delivery-van,3,800.0,413.6811366710327,661.857877765975,11.86,2.16,49.9,0.0,0.7258379807557837
tempo,2,1200.0,891.5403314689573,650.7152670721797,14.36,4.2,68.1,1.0,0.8640897532687943
tempo,2,1200.0,292.32191369343855,325.388684537685,15.93,4.6,84.2,1.0,0.9244760433141005
heavy-truck,0,10000.0,3234.781027899981,105.89926251980792,5.15,18.24,84.2,0.0,0.5408897974402627
tempo,2,1200.0,1213.1843177514713,436.89850298837234,15.84,4.29,91.4,1.0,0.8251800338758705
mini-truck,1,5000.0,4169.225021960541,567.9068565322734,7.85,16.24,84.6,1.0,0.8423049524846548
delivery-van,3,800.0,368.3153732532045,635.2996847883777,11.82,2.33,58.0,1.0,0.8110671685684019
mini-truck,1,5000.0,4506.294458480842,210.89641401907238,6.7,16.34,84.2,1.0,0.7083403081851822
heavy-truck,0,10000.0,9105.095111441462,76.21387783179024,4.72,43.21,63.8,1.0,0.5239138026572884
tempo,2,1200.0,210.78289765955134,130.29731740213185,13.35,4.55,63.2,1.0,0.9236879164874241
tempo,2,1200.0,848.1861480638062,441.7543537777331,13.57,4.53,67.1,1.0,0.8836611990162807
mini-truck,1,5000.0,2241.3490556130046,461.70182576357445,6.99,13.84,91.6,1.0,0.7156671973764601
heavy-truck,0,10000.0,5790.4317840860485,330.87974704285114,4.47,21.66,86.5,0.0,0.5725686292574651
heavy-truck,0,10000.0,6904.6473236722995,567.8491310106839,5.45,42.25,66.9,1.0,0.49642272224166833
delivery-van,3,800.0,725.4163150864061,214.7042522698589,12.1,2.39,83.5,1.0,0.9591149452353689
delivery-van,3,800.0,751.3704820552008,609.5654139435318,12.32,3.25,78.2,0.0,0.7624710195286385
tempo,2,1200.0,1010.6725542653179,457.9909903019267,12.22,4.05,62.2,1.0,0.8446240715888667
delivery-van,3,800.0,751.1816029487048,437.3624965859349,11.17,1.87,92.4,1.0,0.8757053459658736
tempo,2,1200.0,750.1324315154546,230.34654293250122,14.42,4.4,60.7,1.0,0.9120297891328651
heavy-truck,0,10000.0,9290.908732509113,553.509893332008,5.7,18.24,48.5,1.0,0.5850523745693725
mini-truck,1,5000.0,985.1046375629735,94.81721120614637,7.35,10.33,55.6,1.0,0.6799322728053872
mini-truck,1,5000.0,4839.653501850721,563.2963876442619,7.33,13.81,78.4,1.0,0.7741636628099856
tempo,2,1200.0,950.9394984139625,650.214707534956,13.05,2.36,59.9,1.0,0.8171966805222439
heavy-truck,0,10000.0,8722.47122535748,554.3258172498096,5.13,16.6,58.0,1.0,0.6312944284050852
tempo,2,1200.0,427.41279589633007,347.47357851449,12.18,4.53,76.7,1.0,0.9056196099885355
tempo,2,1200.0,855.9699054212489,276.83219821950934,12.71,4.32,93.0,1.0,0.8764049582616499
mini-truck,1,5000.0,2210.9618385713043,394.95238938870284,8.5,13.56,60.7,1.0,0.763845967878077
delivery-van,3,800.0,785.7095921971533,255.61653220731102,13.64,1.87,81.8,1.0,0.9709075796197736
heavy-truck,0,10000.0,6607.093257297921,522.2695628585244,5.18,36.58,82.9,1.0,0.5450706817992289
mini-truck,1,5000.0,4702.069875175854,442.77094141584973,7.85,20.46,64.5,1.0,0.6743775010711991
tempo,2,1200.0,708.2090618605199,72.92563197583824,15.7,4.91,93.3,1.0,0.9624617895250291
delivery-van,3,800.0,448.37930443510174,339.1680475911212,12.16,3.47,61.0,1.0,0.8517090100403744
delivery-van,3,800.0,737.6823868608362,529.6211683734393,10.72,3.25,91.1,1.0,0.9299788166674671
tempo,2,1200.0,374.73860291872734,82.76299009488099,11.97,4.34,52.7,1.0,0.9050663337303605
delivery-van,3,800.0,733.5534118515752,350.5519350478851,10.51,1.39,92.9,0.0,0.7703929095002954
mini-truck,1,5000.0,2515.096048043465,536.1368003156679,7.13,13.3,63.3,1.0,0.8304259633603274
mini-truck,1,5000.0,900.3857268136093,62.24650734320235,7.23,15.67,65.3,1.0,0.7158784025703246
mini-truck,1,5000.0,5115.984512205666,147.19956984375307,8.12,19.89,66.4,0.0,0.47831931336899086
tempo,2,1200.0,719.1145739328381,81.72735366482648,15.33,2.6,48.9,0.0,0.7068538046766147
mini-truck,1,5000.0,2484.267876866941,240.2414165464882,7.69,13.43,60.6,1.0,0.6707934007558166
mini-truck,1,5000.0,2130.1026363991264,131.84384051996483,6.42,15.11,75.8,1.0,0.7262732519959807
tempo,2,1200.0,503.80185144640575,494.25585042205347,13.41,4.27,54.3,1.0,0.8212539335318396
heavy-truck,0,10000.0,7060.854093642106,237.45163097544525,4.55,35.54,65.7,1.0,0.5513806774768236
delivery-van,3,800.0,702.1984491803036,522.5684427668282,12.07,2.5,49.5,1.0,0.9034336734250805
delivery-van,3,800.0,574.4995291181435,472.83473804833704,12.87,2.72,78.3,1.0,0.9659834706671783
delivery-van,3,800.0,229.60626118806502,697.5773051972458,12.37,3.48,54.9,1.0,0.8563794501563468
mini-truck,1,5000.0,3900.192369631349,274.0274850000104,6.82,8.69,71.6,0.0,0.6021283548566915
mini-truck,1,5000.0,4945.353692301601,493.188631067962,7.54,15.92,53.4,0.0,0.5735165083011418
tempo,2,1200.0,267.4314968638249,618.3323610677243,14.55,3.36,93.4,0.0,0.7958188235945377
tempo,2,1200.0,370.331634030142,65.50961743388193,13.72,4.71,86.6,0.0,0.7839984252284892
tempo,2,1200.0,198.6365583190773,95.86131304852721,13.57,4.0,73.8,1.0,0.9644750463484824
heavy-truck,0,10000.0,9167.361848421277,411.4174245560889,5.33,20.04,71.4,1.0,0.6334112698511222
tempo,2,1200.0,402.2277027345781,79.30140806124172,13.4,3.45,57.7,0.0,0.808401154448269
delivery-van,3,800.0,186.9615454862232,636.1241896970405,11.42,2.06,55.9,1.0,0.8886277316992999
delivery-van,3,800.0,468.0581900040312,121.37615386827406,12.52,1.68,98.0,1.0,0.959500088345426
tempo,2,1200.0,801.3438405648226,129.70265030844365,14.73,2.03,73.2,0.0,0.7968412354943117
mini-truck,1,5000.0,3798.883023820216,498.84213772939665,7.82,11.37,99.2,1.0,0.7586502421228688
heavy-truck,0,10000.0,3517.116474724897,390.7386711654079,5.59,41.0,48.9,1.0,0.40970306948878166
delivery-van,3,800.0,723.6976433706639,601.3124360781047,12.67,2.65,55.1,1.0,0.8835813680018587
mini-truck,1,5000.0,2032.6148507205876,65.36101849739389,6.38,19.27,54.8,1.0,0.625811538131197
tempo,2,1200.0,458.90184659343606,186.86630762812678,12.77,4.96,50.3,0.0,0.7381620382570679
mini-truck,1,5000.0,4795.9837312011105,379.3817236983639,7.49,12.18,72.0,1.0,0.7488293036647722
tempo,2,1200.0,1254.4472462029294,183.44099012857185,13.67,2.75,72.8,1.0,0.8594349550944156
heavy-truck,0,10000.0,6684.145219570065,240.49296119956225,5.74,22.59,49.0,1.0,0.6506446862382085
heavy-truck,0,10000.0,7928.688302483067,266.4654863593123,5.17,31.66,75.2,1.0,0.6686500272929445
heavy-truck,0,10000.0,6261.420595915037,697.4315052144656,4.29,22.38,93.4,1.0,0.7159696256937214
heavy-truck,0,10000.0,10027.717164493095,182.68274556583543,5.31,30.96,86.7,1.0,0.49531761101737026
heavy-truck,0,10000.0,10227.098097225471,134.91086362822023,5.45,23.17,54.1,1.0,0.5264008198742169
tempo,2,1200.0,675.8290650602617,317.3747376324332,13.19,2.33,96.8,1.0,0.9494220399199093
delivery-van,3,800.0,537.7873885131015,627.5077990261977,13.11,2.53,53.5,1.0,0.9346126518840514
mini-truck,1,5000.0,871.6954489709658,139.27154613728305,7.72,8.18,96.4,1.0,0.8674631630668763
mini-truck,1,5000.0,3897.9858136445005,328.54877342971093,8.45,14.23,75.6,1.0,0.7632480959828104
delivery-van,3,800.0,481.8305122496104,380.2141757195279,10.26,2.91,61.8,1.0,0.8739088132824249
tempo,2,1200.0,635.1922175418833,460.79264872831374,13.07,4.68,50.0,1.0,0.8517157746754919
delivery-van,3,800.0,665.5914987641004,476.4993512865988,13.52,2.96,74.0,1.0,0.9840944818741043
delivery-van,3,800.0,762.4203800354215,187.3874957137391,12.14,2.5,95.2,1.0,0.9899938302782675
tempo,2,1200.0,1233.1867995104753,442.14355540649035,14.37,3.22,50.4,1.0,0.7649817095487086
mini-truck,1,5000.0,2569.773256000159,479.72142006769604,6.39,14.84,58.5,0.0,0.6294669288248179
mini-truck,1,5000.0,1626.2906155730793,609.8342289316439,8.36,16.82,88.7,0.0,0.6292696218014221
heavy-truck,0,10000.0,1743.2601726218797,568.4778010012271,5.16,39.67,82.2,0.0,0.36719705190705304
tempo,2,1200.0,905.4742525049039,493.77068570914383,12.32,5.2,87.3,1.0,0.9172160990439462
delivery-van,3,800.0,385.5037045602065,148.47595124183806,13.36,1.6,99.2,1.0,0.8847602991843222
mini-truck,1,5000.0,3488.661633975822,305.5065802028789,6.84,10.79,79.6,1.0,0.8173008502391289
delivery-van,3,800.0,364.49798365806333,251.5428103734106,12.76,3.44,83.5,1.0,0.8615619483870047
tempo,2,1200.0,843.7854490143225,475.79038521692655,15.2,2.08,60.3,1.0,0.9742894807397322
tempo,2,1200.0,1068.7291271744516,464.3293090990089,13.21,5.23,72.4,1.0,0.790620764832592
tempo,2,1200.0,606.8351886152321,678.3441239743025,15.27,2.63,61.4,1.0,0.9508340052063945
delivery-van,3,800.0,379.1016559065126,454.5830271311339,10.43,2.12,72.9,1.0,0.8548980487495139
delivery-van,3,800.0,676.7506465864127,494.0430241144463,12.68,1.94,50.8,1.0,0.8402692789925994
mini-truck,1,5000.0,1125.830450121076,644.4590330513213,8.54,9.01,63.8,1.0,0.7591013402451036
tempo,2,1200.0,255.3235320754316,359.960082168093,12.61,3.89,97.8,1.0,0.9748216138760651
tempo,2,1200.0,565.5968568359955,361.82049550257494,15.43,2.01,62.9,1.0,0.9202072197637126
delivery-van,3,800.0,468.0573983277455,98.25103418033926,12.56,1.42,81.5,1.0,0.9916193675004575
heavy-truck,0,10000.0,5040.0727970174075,112.00097138638455,5.73,21.44,64.4,1.0,0.5747591180581972
mini-truck,1,5000.0,3456.061309538652,485.3628914957878,7.22,20.12,86.2,0.0,0.47840871650703837
tempo,2,1200.0,893.1401813614503,515.9888633634537,13.53,3.74,70.1,0.0,0.7486197617769192
mini-truck,1,5000.0,2638.676517724401,539.2535967010358,8.37,8.44,83.1,0.0,0.6315316688505247
delivery-van,3,800.0,488.46669034337947,352.4753567105588,10.77,3.27,90.6,1.0,0.9713460653363456
tempo,2,1200.0,1112.1798716213252,458.2055948919417,13.41,2.41,67.4,0.0,0.845960456406023
delivery-van,3,800.0,175.17925173803067,554.6363357868397,12.55,1.76,47.2,1.0,0.8448229894440578
mini-truck,1,5000.0,2725.8960598384924,516.8750471000001,8.1,13.43,65.9,1.0,0.7268242067228075
delivery-van,3,800.0,301.9403965812768,301.5829762707839,11.81,1.43,55.7,1.0,0.9344507954052342
heavy-truck,0,10000.0,9427.51849356769,331.072151409187,5.6,39.06,79.9,1.0,0.5690827438523711
heavy-truck,0,10000.0,8560.218580106444,638.8270448287745,4.71,30.09,88.1,0.0,0.46620368539436713
delivery-van,3,800.0,431.15771744930987,192.79585242551704,12.43,2.91,66.7,1.0,0.7996181217246355
delivery-van,3,800.0,216.1048607868989,168.32381905700606,10.52,3.48,99.1,1.0,0.964219824963163
tempo,2,1200.0,339.3277254967722,112.86221266323437,12.02,4.08,70.6,0.0,0.7501140053350653
delivery-van,3,800.0,758.3720824595567,563.0775272773247,11.83,1.55,88.9,1.0,1.0
delivery-van,3,800.0,800.2836639977271,129.44256647493376,11.01,2.74,76.5,1.0,0.780168908888091
mini-truck,1,5000.0,2544.454921047852,468.9189967344631,6.64,10.36,65.0,0.0,0.5388677037724643
delivery-van,3,800.0,160.66478380884666,624.1589027167465,13.76,3.15,62.9,1.0,0.9566639088126694
tempo,2,1200.0,1218.4376317752603,554.2620646339388,12.71,5.0,52.1,1.0,0.8063330391578567
mini-truck,1,5000.0,2004.6270018916446,569.4973821856626,6.46,8.86,56.4,1.0,0.8301674743330371
mini-truck,1,5000.0,4081.05643765142,681.8994607032919,8.6,17.39,71.8,0.0,0.5340179196655179
delivery-van,3,800.0,792.491515414546,148.5526402591052,13.73,1.65,74.7,0.0,0.7526708836540081
heavy-truck,0,10000.0,5977.062290042905,153.60326103593985,4.42,37.1,55.0,1.0,0.5303865638939959
mini-truck,1,5000.0,1573.8086550496253,304.5954077587819,7.57,9.73,54.7,0.0,0.6402883713330998
mini-truck,1,5000.0,3067.9387332887063,483.87061566721684,7.14,12.94,70.0,0.0,0.6008501868252296
delivery-van,3,800.0,786.9401523617043,228.9510871332289,10.47,2.38,88.5,1.0,0.9467230485733727
heavy-truck,0,10000.0,2473.7809971581255,368.5189225297637,5.63,19.38,67.1,0.0,0.4883620042302527
mini-truck,1,5000.0,5213.157290720723,555.1320217280626,8.13,11.54,75.5,1.0,0.6365617058279212
heavy-truck,0,10000.0,5964.2134177973,605.7796048184581,5.3,29.96,45.4,1.0,0.5004433265854861
heavy-truck,0,10000.0,3084.8071602950454,458.9346372488035,5.15,36.15,96.4,1.0,0.6508776060710842
mini-truck,1,5000.0,4945.041994611992,444.23213960977466,7.98,8.87,53.4,1.0,0.7622093782788386
heavy-truck,0,10000.0,3657.313547864729,350.0756301606412,5.59,28.88,59.9,1.0,0.6320859528360506
delivery-van,3,800.0,740.283860742348,228.66268498820546,12.52,1.41,68.4,1.0,0.8688063563094792
mini-truck,1,5000.0,4693.890680869632,119.9695458497959,7.2,8.54,83.0,0.0,0.7603101422479666
heavy-truck,0,10000.0,3715.5445758077576,387.05005092975824,5.32,34.13,94.4,0.0,0.4766693945382638
delivery-van,3,800.0,155.4503377479721,492.24357938201933,10.21,3.04,67.0,1.0,0.9029573561969272
heavy-truck,0,10000.0,5626.593959823026,604.4412241040565,5.1,41.79,54.4,1.0,0.4891390658966047
mini-truck,1,5000.0,1264.7592791908078,516.7100171634399,7.03,20.55,69.9,1.0,0.7587552117283597
delivery-van,3,800.0,152.5089593243885,663.3560990627852,12.34,1.65,94.1,1.0,1.0
delivery-van,3,800.0,495.9055913993298,437.7981212664889,12.81,2.78,59.9,1.0,0.8484857788740997
heavy-truck,0,10000.0,2999.0929410848394,564.7856859679127,4.76,26.59,53.6,1.0,0.5677252107501837
delivery-van,3,800.0,444.0040510746273,188.12206432691042,12.89,3.11,86.1,0.0,0.8042631279717927
mini-truck,1,5000.0,2342.02213027782,215.15236591486044,7.29,9.0,71.7,1.0,0.7596484656282239
delivery-van,3,800.0,424.7681634918578,124.37928543890258,10.82,2.14,49.1,1.0,0.8527538233297974
mini-truck,1,5000.0,1209.4062687761107,89.84116072286255,6.64,13.23,82.8,1.0,0.8504776854136978
heavy-truck,0,10000.0,2004.932258231563,624.438444284299,4.49,29.6,71.1,1.0,0.6881865601732535
heavy-truck,0,10000.0,8030.089422738738,357.8391807698756,5.05,43.04,91.1,1.0,0.5368019027023446
tempo,2,1200.0,876.0478143976426,160.5459303271386,13.08,2.15,87.6,1.0,0.9724685558104397
heavy-truck,0,10000.0,6267.802779794828,601.152148092242,5.55,24.66,68.3,1.0,0.7008579992687091
delivery-van,3,800.0,505.81326001047336,74.68292102255539,10.88,1.91,56.6,0.0,0.7637410177478601
heavy-truck,0,10000.0,1624.5940448912718,376.1915192163302,4.82,43.7,86.8,0.0,0.31391565960730394
tempo,2,1200.0,275.21002553239526,442.50035672277414,13.86,5.04,57.5,1.0,0.8870727010770308
delivery-van,3,800.0,437.9741252088728,526.2245651056537,13.08,1.97,55.3,1.0,0.9444695694046353
delivery-van,3,800.0,555.1092342376822,91.95083505738232,11.13,3.12,48.0,1.0,0.8944353495655794
delivery-van,3,800.0,557.2147419831829,444.74912810053775,12.55,2.39,56.8,1.0,0.9309877989051942
delivery-van,3,800.0,510.6323986571054,123.81107544292675,10.55,2.5,70.7,1.0,0.9832606077206488
delivery-van,3,800.0,673.7386910333494,163.31256046638714,12.96,2.31,71.0,0.0,0.7385279994581774
delivery-van,3,800.0,416.75213891022327,657.1308058287029,10.61,1.94,92.9,1.0,0.8821306880772543
tempo,2,1200.0,1241.2723350811102,222.86116312159464,16.03,3.74,71.8,1.0,0.7915240435582072
delivery-van,3,800.0,477.0142181727992,165.93045860829974,10.37,2.68,81.5,0.0,0.7557163160594432
tempo,2,1200.0,646.0044037130272,585.2087550976714,12.33,4.83,86.5,1.0,0.9287197608605579
heavy-truck,0,10000.0,9155.5784759388,688.620985064636,5.18,17.93,87.2,1.0,0.6832340051765294
tempo,2,1200.0,967.260768774337,587.3336114576758,13.0,3.0,51.1,0.0,0.7636360244605689
heavy-truck,0,10000.0,6297.45695169039,458.951473986615,5.19,16.23,63.1,1.0,0.7767263146340755
heavy-truck,0,10000.0,2286.4121440853964,476.1346786730982,4.73,33.69,63.3,0.0,0.4100585376339475
heavy-truck,0,10000.0,2682.7424536777735,219.10559351757405,5.46,24.53,97.8,0.0,0.5692857503661221
tempo,2,1200.0,365.8078227839528,266.3983477278598,14.27,3.41,49.6,1.0,0.8736069063688112
mini-truck,1,5000.0,2602.415752149067,645.3647267792792,7.44,19.7,61.1,0.0,0.5416250788614031
mini-truck,1,5000.0,3746.973484006883,420.6684981713554,8.01,10.76,97.0,1.0,0.7390451727398198
delivery-van,3,800.0,607.7700349247825,285.7144364690341,13.63,1.51,54.5,1.0,1.0
heavy-truck,0,10000.0,5703.551482037601,274.7741829037278,4.65,40.62,64.3,1.0,0.501400629998096
mini-truck,1,5000.0,2473.972757401983,296.63069465731417,6.94,15.79,61.6,1.0,0.7462298820436113
mini-truck,1,5000.0,2114.9368195144903,241.57710868917775,8.26,16.74,55.0,1.0,0.7652751633739925
heavy-truck,0,10000.0,2663.505223994698,452.45050008375637,5.05,27.32,73.4,1.0,0.5709963660314398
heavy-truck,0,10000.0,2353.4413920894344,670.5745985181422,5.65,26.37,50.5,0.0,0.5642494085304024
mini-truck,1,5000.0,2028.1180854588172,681.420566879413,8.62,8.97,84.7,1.0,0.8001090172049509
mini-truck,1,5000.0,1187.660007349485,417.809637400037,7.42,15.85,72.7,1.0,0.7159402985057763
heavy-truck,0,10000.0,9594.890599415494,137.57357073308427,5.04,19.04,66.1,1.0,0.6766245154859646
mini-truck,1,5000.0,4995.779958332385,680.5288429160759,7.26,9.79,54.0,1.0,0.7361740104969652
heavy-truck,0,10000.0,3080.3664764018845,477.0358348878714,5.02,38.76,50.8,1.0,0.49940237576506563
tempo,2,1200.0,247.65290554445255,410.9184696076401,12.93,2.77,54.3,0.0,0.6803638636529559
delivery-van,3,800.0,142.67531955982543,510.8648702135536,11.39,1.42,51.4,0.0,0.7056929301062574
mini-truck,1,5000.0,2313.0581173721066,655.5552323053365,8.45,16.42,89.6,1.0,0.782176223504736
heavy-truck,0,10000.0,2496.6818458830494,493.7301959710055,4.4,25.72,90.9,1.0,0.6283411157542929
tempo,2,1200.0,294.9753200617684,546.707388341352,12.78,5.15,81.2,1.0,0.8610445708910968
delivery-van,3,800.0,653.2238421507992,253.48460935926752,13.68,1.77,48.3,1.0,0.8825732066685518
tempo,2,1200.0,525.9309714660113,251.32983206501484,13.27,4.18,53.0,1.0,0.8618709416232131
heavy-truck,0,10000.0,7634.369232542689,145.96312130097368,4.26,20.25,94.7,0.0,0.604054530195745
delivery-van,3,800.0,795.0902883127793,200.7094115805657,12.08,2.85,99.1,1.0,0.9611612412976039
mini-truck,1,5000.0,814.5668231591134,611.110517122601,8.19,19.76,71.7,1.0,0.7568050878386122
mini-truck,1,5000.0,3248.097636655146,365.3096396096757,6.79,8.67,79.0,1.0,0.7923502014213467
mini-truck,1,5000.0,1336.560981801777,145.2080440969263,8.29,10.48,59.6,1.0,0.7424137170320775
tempo,2,1200.0,853.4231365678618,596.8643487685183,15.6,4.05,57.2,1.0,0.8482897271119331
heavy-truck,0,10000.0,7427.89137824726,409.8242552234819,4.29,18.98,48.3,1.0,0.6270938982834509
delivery-van,3,800.0,603.115920346197,577.7181641538007,13.04,1.68,67.1,1.0,0.9721166293554723
heavy-truck,0,10000.0,2720.8735801915286,498.3674777520576,4.46,22.26,95.2,0.0,0.5138935738358318
tempo,2,1200.0,836.9348594750062,187.77913925351362,15.43,2.08,50.8,1.0,0.8505700371752549
tempo,2,1200.0,299.2335117104809,279.26243610813714,15.12,4.91,68.2,1.0,0.9047903691911395
tempo,2,1200.0,1007.4559202549199,229.9381315361741,12.87,2.47,77.8,1.0,0.8237837502794502
heavy-truck,0,10000.0,8443.670507125154,592.8394933706281,5.1,43.6,61.0,0.0,0.3115694348617299
heavy-truck,0,10000.0,9697.485649922508,254.74427158751524,5.1,39.6,52.5,1.0,0.45028496516567323
tempo,2,1200.0,627.9066783609554,403.3414012078057,14.39,4.02,59.8,0.0,0.8025514971805779
tempo,2,1200.0,343.08431233039005,187.6344558753255,14.72,2.69,57.8,0.0,0.8078336526184356
heavy-truck,0,10000.0,9489.44191584682,636.2429219981706,5.47,30.06,81.3,0.0,0.4339393878131746
tempo,2,1200.0,194.198720608491,402.57422849441156,14.63,4.59,71.7,1.0,0.8820586984721158
delivery-van,3,800.0,662.7464204401191,344.36215231633776,12.94,1.72,97.1,1.0,0.9832966082132459
heavy-truck,0,10000.0,6815.2706228901725,520.6203470242534,5.24,30.87,77.3,1.0,0.5780312924440376
tempo,2,1200.0,1134.6999253668666,256.31027667071413,13.12,2.28,83.0,1.0,0.8827561527527881
delivery-van,3,800.0,424.8793456273182,489.1787573523586,11.06,2.81,65.2,1.0,0.8714109830351959
mini-truck,1,5000.0,3935.9272749109646,327.684159713694,7.7,18.93,77.3,1.0,0.6909789140727196
